,merchant,address,name,regprice,description,country,region,subregion,variety,type
531,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beringer California Chardonnay,$12.99,"The coordination between viticulture and winemaking teams is essential when choosing fruit, to achieve the optimum level of flavor and balance in the wine. The vineyards selected for the California Collection wines are bathed in warm sunshine the majority of the day, to yield the most ripe, sun-kissed fruit flavors in the grapes.This carefully crafted wine has subtle aromas of peach, apricot and ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
532,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pewsey Vale Riesling,$17.99,"Pewsey Vale Vineyard was first planted to Riesling by Joseph Gilbert in 1847. The site was later purchased by well known grazier Geoff Angas-Parsons whom in 1961 invited his friend Wyndham Hill Smith to jointly develop the historic vineyard site. They believed the site could produce ""delicate Rieslings in the Germanic style"". 
With an altitude varying between 485 metres and 500 metres, ...",AUSTRALIA,SOUTH AUSTRALIA,BAROSSA,RIESLING,Still wine
533,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Newton Chard Unfiltered,$59.99,"Peter and Su Hua Newton purchased one square mile of tumbling slopes high up on Spring Mountain overlooking St. Helena in 1977. The Estate was planted to Merlot, Cabernet Franc, Cabernet Sauvignon and Petit Verdot. Merlot thrives in a land which is rocky mixed with clay beneath the surface, while Cabernet Franc and Petit Verdot like an impoverished soil, and Cabernet Sauvignon is happy in stony ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
534,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Badenhorst Secateurs Red,$16.99,"AA Badenhorst Family Wines are grown, made and matured on Kalmoesfontein farm in the Swartland appellation of South Africa. The 28ha of old bushvines grow in the Siebritskloof part of the Paardeberg mountain.

The property is owned by the dynamic and good looking cousins Hein and Adi Badenhorst. They are originally from Constantia. Their grandfather was the farm manager of Groot ...",SOUTH AFRICA,COASTAL REGION,SWARTLAND,OTHER RED,Still wine
535,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Hitching Post Cork Dancer Pinot Noir,$32.99,"Hartley-Ostini Hitching Post wines are made by Buellton Hitching Post owner/chef Frank Ostini and his good friend, former fisherman Gray Hartley. Frank and Gray believe that great wines are made in the vineyard. Their winemaking philosophy is that they are caretakers who guide the wine into the bottle. As the wine matures it is simply left to gently age in the barrel. This minimalist approach ...",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
536,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chalk Hill Sonoma Coast Chardonnay,$19.99,"An elegant, iconic wine estate producing world-class wines located in the Chalk Hill Appellation of Sonoma County. Since its founding in 1972 by famed attorney Fred Furth, Chalk Hill has been Sonoma County’s benchmark producer. For over three decades the winery has produced exceptional wines that have received high acclaim from the trade, press and consumers. Nowhere else will you find such ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CHARDONNAY,Still wine
537,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bota Box Pinot Noir,$21.99,"Premium wine in a box? You bet! Bota Box produces premium California wine in 3-liter box and 500ml Tetra Pak, both made from environmentally-friendly packaging. Bota Box 3L is packaged in 100% recyclable, unbleached, post-consumer fiber printed with soy-based inks. Using state of the art FlexTap™ technology, our wine is kept fresh for up to six weeks after opening, allowing consumers to enjoy a ...",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
538,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chateau de Fleurie Fleurie,$21.99,"The Château de Fleurie, property of Chantal and Anders Boisen, dominates a beautiful vineyard owned by the Boisen and the Barbet families who are direct descendant of the 1st owner. It is a lovely small Château built in the 18th century. Under the winery a vaulted cellar holds an impressive store of oak barrels. Situated in the heart of the village, the Château dominates the vineyard and has ...",FRANCE,BURGUNDY,BEAUJOLAIS,GAMAY,Still wine
539,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Melville Estate Chardonnay,$31.99,"Ron Melville, a businessman, and the founder of Melville Vineyards, grew up with a love of gardening, a passion he shared with his father. Ron also developed a love of good wine and began collecting it during college. While he pursued a successful career in finance as a member of the Pacific Stock Exchange, he knew his love of gardening and wine would keep alive his dream to develop his own ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
540,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Blackstone Winery Merlot,$9.99,"It’s a sign of true commitment when wines begin to reflect the unique character and personality of their winemaker (or, some would argue, when the winemaker begins to reflect the character of the wine). Blackstone wines certainly demonstrate the unmistakable influence of Winemaker Gary Sitton. 

“Sonoma County is one of the most fabulous places in the world to live and make wine,” says ...",UNITED STATES,CALIFORNIA,N/A,MERLOT,Still wine
541,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Mouton Cadet Bordeaux,$13.99,"Following a poor vintage in 1927, Baron Philippe de Rothschild created the second wine label Carruades de Mouton, though this was not viewed as a success. After the acclaimed vintages of 1928 and 1929, the vintage of 1930 and the following two harvests were dire,and the wine de Rothschild felt was not worthy of the Mouton-Rothschild name was this time named Mouton Cadet. ""Cadet"" refers to de ...",FRANCE,BORDEAUX,N/A,BORDEAUX BLEND,Still wine
542,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Louis Jadot Pouilly Fuisse,$27.99,"From the start, Maison Louis Jadot has always accorded equal importance to each of Burgundy's appellations, from Grand Crus right through to regional wines. Our aim is to express the true nature of Burgundy through our wines, a terroir that can be both proud of its past and optimistic about its future.
In order to produce wines that celebrate their terroir, Jacques Lardière works with a ...",FRANCE,BURGUNDY,MACONNAIS,CHARDONNAY,Still wine
543,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Avia Cabernet Sauvignon,$6.99,"Laureate Imports Company was established in 1979 as a subsidiary of The Coca-Cola Trading Company.

Its original mission was to generate counter-trade benefits for The Coca-Cola Company in several European Countries where Coca-Cola was expanding business.  Laureate imported wines to the United States Market and  portions of the hard currency generated was used in the host countries to ...",N/A,N/A,N/A,N/A,N/A
544,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Gallo Vermouth Dry,$7.99,"French in style, Gallo Extra Dry Vermouth is enjoyed as an aperitif, mixer, or used as a savory addition to numerous recipes. It is the perfect ingredient for martinis, as well as in savory sauces
Gallo dry vermouth is artfully crafted from white wine that has been infused with fruit peels, spices, herbs, roots and flowers. This blend is then fortified with spirits.Since brothers Ernest and ...",UNITED STATES,CALIFORNIA,N/A,NON-VARIETAL WHITE BLEND,Still wine
545,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Hartley & Gibson's Cream Sherry,$12.99,"In 1996 Impact Databank Review and Forecast ranked Hartley & Gibson’s as the 2nd largest selling brand of imported Sherries in the U.S.
The brand is enjoyed by many Sherry aficionados, and has received numerous outstanding reviews from well known wine writers.
Dark gold to velvety brown. A scentful bouquet. Luscious, smooth and richly sweet in flavor with a heavy-body....",SPAIN,JEREZ - XERES - SHERRY,N/A,PALOMINO,Still wine
546,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Santa Barbara Winery Sauvignon Blanc,$17.99,"In 1962 Pierre Lafond opens the first winery in Santa Barbara County since prohibition. Two years later Santa Barbara Winery moves to its present location in downtown Santa Barbara at Yanonali and Anacapa streets two blocks from the beach.
In 1981 Bruce McGuire joined the team as their Winemaker. Today he continues to create great wines, with typical Santa Barbara qualities, at ...",UNITED STATES,CALIFORNIA,N/A,SAUVIGNON BLANC,Still wine
547,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sebastiani Cabernet Sauvignon Sonoma County,$19.99,"Although Sebastiani traces their roots back to the late 1800s, the Sebastiani company’s biggest growth spurt occurred in the 1980s. The family built a large-volume, Central Valley-based portfolio of value brands, collectively called Turner Road Vintners, while continuing to produce its Sebastiani-labeled wines. Production of Turner Road Vintners brands reached 8 million cases a year....",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CABERNET SAUVIGNON,Still wine
548,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chateau Ste. Michelle Chardonnay,$12.99,"Founded in 1934, Chateau Ste. Michelle is the oldest winery in Washington with some of the most mature vineyards in the Columbia Valley. The winery combines Old World winemaking with New World innovation and is best known for its award-winning Riesling, Chardonnay, Merlot and Cabernet Sauvignon. 

Chateau Ste. Michelle receives some of the highest accolades in the industry, including ...",UNITED STATES,WASHINGTON,COLUMBIA VALLEY,CHARDONNAY,Still wine
549,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sonoma Station Pinot Noir 2018,$16.99,"""Pure and focused with vibrant dark berry, raspberry, lavender and spice flavors. Balanced and concentrated, this Pinot Noir gains depth and traction on a long finish and a refreshing aftertaste. A superb value!"" The Wine Buyer, 91 ...",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
550,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Maxem Uv Pinot Noir,$89.99,,UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
551,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Silver Oak Alexander Valley Cabernet Sauvignon 2016,$189.99,"The 2016 Alexander Valley Cabernet Sauvignon is maroon in color with a garnet hue. It has an enticing nose of maraschino cherries, blackberry bramble and brisket with notes of clove and star anise. Mouthwatering with a juicy entry, this wine has a fruity mid-palate of currant with toasted vanilla and roasted brown sugar character from American oak barrels. Structured tannins provide an elegant ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
552,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Espiritu de Chile Patrimonial White 2019,$12.99,"""Lightly perfumed peaches, melon and ripe lemons. Medium-bodied with fresh acidity and a touch of wet-stone, saline character. A blend of semillon, sauvignon blanc and moscatel. Drink now."" James Suckling, 91 ...",N/A,N/A,N/A,N/A,N/A
553,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Granza Tinta de Toro 2016,$16.99,"""This has an assertive, brash core of fleshy dark berries and plums. The palate has punchy, convincing blackberry flavor. Dense, fleshy and really delicious. From organically grown grapes. Drink or hold."" James Suckling, 93 ...",SPAIN,CASTILLA Y LEON,TORO,TEMPRANILLO,Still wine
554,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Block 531 Sonoma Coast Reserve Chardonnay 2018,$17.99,"""Rich, intense and concentrated, this Sonoma Coast Chardonnay is flavorful with a mix of citrus, apple, pineapple, pear and melon. Pure and lively gaining depth through the mid-palate and finishing long with firm acidity."" The Wine Buyer, 92 ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CHARDONNAY,Still wine
555,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Mendoza Vineyards 1907 Malbec 2017,$17.99,"Mendoza Vineyards was one of the first Fair Trade producers in Argentina to be certified by the World Fair Trade Organization. Located in Mendoza, the winery does not own any estate vineyards which gives them the opportunity to choose the best vineyards throughout Argentina. For their 1907 Selection, the vineyards are 100+ years old and have been cared by generations of family farmers. In a ...",N/A,N/A,N/A,N/A,N/A
556,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bota Box Sauvignon Blanc,$21.99,"Premium wine in a box? You bet! Bota Box produces premium California wine in 3-liter box and 500ml Tetra Pak, both made from environmentally-friendly packaging. Bota Box 3L is packaged in 100% recyclable, unbleached, post-consumer fiber printed with soy-based inks. Using state of the art FlexTap™ technology, our wine is kept fresh for up to six weeks after opening, allowing consumers to enjoy a ...",UNITED STATES,CALIFORNIA,N/A,SAUVIGNON BLANC,Still wine
557,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Tonel 78 Malbec Blend,$23.99,"Crossing the main gate is like entering a different time and ambience. The ancient walls of Toneles winery convey the charm and magic of Argentinian architecture’s golden age.

Toneles was founded in 1922 by the Armando family, who built their immigrant dream in the classical, elegant and charming style of the belle époque, using art nouveau details and ornaments to imprint the building ",N/A,N/A,N/A,N/A,N/A
558,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Louis Jadot Bourgogne Pinot Noir,$27.99,"From the start, Maison Louis Jadot has always accorded equal importance to each of Burgundy's appellations, from Grand Crus right through to regional wines. Our aim is to express the true nature of Burgundy through our wines, a terroir that can be both proud of its past and optimistic about its future.
In order to produce wines that celebrate their terroir, Jacques Lardière works with a ...",FRANCE,BURGUNDY,BOURGOGNE,PINOT NOIR,Still wine
559,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Blackstone Winery Cabernet Sauvignon,$9.99,"It’s a sign of true commitment when wines begin to reflect the unique character and personality of their winemaker (or, some would argue, when the winemaker begins to reflect the character of the wine). Blackstone wines certainly demonstrate the unmistakable influence of Winemaker Gary Sitton. 

“Sonoma County is one of the most fabulous places in the world to live and make wine,” says ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
560,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cristom Louise Vineyard Pinot Noir,$69.99,"Planted in 1993, Louise Vineyard was named for Cristom winegrower &owner Tom Gerrie’s great-grandmother, Louise Dinkelspiel. The lowestelevation Pinot Noir planting on the Cristom estate, Louise Vineyard canbe distinctly separated into an “upper” and “lower” section, divided bya 150 ft. (45.7 m) slope. Because of this unique topography, Louisetypically has both some of the earliest and latest ...",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
561,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Luna di Luna Pinot Grigio,$17.99,"Luna di Luna wines are produced by Enoitalia. The Pizzolo family have been involved in the agricultural activity from the first post-war period, when Giovanni Alberto Pizzolo decided to invest the savings he accumulated after many years as a farmer, to buy the first piece of land, at the beginning cultivating vegetables, but soon moving to growing tobacco in Zimella, a little village in the ...",N/A,N/A,N/A,N/A,N/A
562,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Stag's Leap Wine Cellars Sauvignon Blanc,$31.99,"Founded in 1970 by the Warren Winiarski family, Stag's Leap Wine Cellars is considered a Napa Valley first growth producing world-renowned Cabernet Sauvignon from its historic vineyards. The winery first brought international recognition to California winemaking and the Napa Valley when its 1973 S.L.V. Cabernet Sauvignon won the now famous 1976 Paris Tasting by besting some of the most celebrated ",UNITED STATES,CALIFORNIA,NAPA COUNTY,SAUVIGNON BLANC,Still wine
563,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Hartford Court Russian River Chardonnay,$31.99,"Hartford Family Winery was founded in 1993 as a result of Don and Jennifer Hartford's appreciation for the wines, the people, and the unique vineyards near their Russian River Valley home. Located in the Sonoma County town of Forestville, the winery is about 15 miles from the cool Pacific Coast. 

Making delicious wines of high personality is directly related to the difficult locations ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CHARDONNAY,Still wine
564,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pride Mountain Vineyards Cabernet Sauvignon,$97.99,"The twisting twenty-minute drive west from St. Helena, or east from Santa Rosa, rewards visitors with a stunning view of rugged Mount St. Helena to the northeast and verdant vineyards rising skyward in all directions. Pride Mountain Vineyards is a 235-acre estate with a wooden-beamed, modest-sized winery that blends smoothly into its mountainous surroundings and California heritage.Sumptuous nose ",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
565,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beringer Pinot Grigio Main & Vine,$11.99,"The coordination between viticulture and winemaking teams is essential when choosing fruit, to achieve the optimum level of flavor and balance in the wine. The vineyards selected for the California Collection wines are bathed in warm sunshine the majority of the day, to yield the most ripe, sun-kissed fruit flavors in the grapes.A refreshing bite of juicy white peach and citrus, finishing with a ...",UNITED STATES,CALIFORNIA,N/A,PINOT GRIS,Still wine
566,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bogle Vineyards Pinot Noir,$12.99,"Chris Smith, Director of Winemaking at Bogle, graduated from California State University, Fresno with a degree in Enology. Chris spent four years on the winemaking staff at Jordan where he focused on traditional production techniques for both Chardonnay and Cabernet Sauvignon. Taking a position at Kendall-Jackson as an assistant winemaker, he was able to fine-tune methods for producing wines from ",UNITED STATES,CALIFORNIA,YOLO COUNTY,PINOT NOIR,Still wine
567,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Ruffino Toscana Modus,$28.99,"Ruffino's production philosophy is based on two leading concepts: The quality of its wines and the expression of the territories where these wines are produced - a winemaking art which Ruffino has refined throughout the decades. 

With the desire to bring the best quality the Tuscan territory has to offer to wine lovers all over the world, Ruffino has contributed significantly to the ...",ITALY,TUSCANY,N/A,CABERNET SAUVIGNON^MERLOT^SANGIOVESE,Still wine
568,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Black Box Cabernet Sauvignon,$24.99,"Years ago while traveling in Europe, Black Box founder Ryan Sproule was amazed at how many Europeans drank premium-quality box wines. They favored freshness, value and convenience over tradition. By forgoing expensive bottles in favor of bag-in-a-box packaging, European vintners were providing their customers with better wines at better prices. 

When Ryan returned to the U.S., he was ...",UNITED STATES,CALIFORNIA,SAN LUIS OBISPO,CABERNET SAUVIGNON,Still wine
569,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Wagner Dry Riesling,$16.99,"
Wagner Vineyards is one of the Finger Lakes Region’s few estate wineries, which means that we grow all of the grapes used to produce our wine. We cultivate 20 grape varieties on 250 acres, all adjacent to or within a few miles of the winery.


The winery’s prime location on the eastern shore of Seneca Lake contributes to the superior quality of the grapes. The unique combination of  click for more details
Sku: 68382  
",N/A,N/A,N/A,N/A,N/A
570,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Aeris Pinot Noir,$19.99,"
Cool, Pacific breezes gently roll over the dramtic Coast Range and into Oregon's world class vineyards. Latin for ""air,"" Aeris pays homage to the unique impact these cooling winds have on the grapes in our vineyards through gradual toughening of the fruit's skins ensuring they produce full, concentrated and mature flavors in our Pinot Noir.... click for more details
Sku: 69180  
",N/A,N/A,N/A,N/A,N/A
571,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Gueneau Sancerre Rouge,$23.99,"
Jerome and Frederique Gueneau started their Domaine back in the late 1990's. They started off with small beginnings and have grown over the times to meet the ever growing demand for world class Sancerre. They are now farming 10 Ha (24 acres) of Sauvignon Blanc in the little region of Sancerre, 125 miles south of Paris. The Clos Chartier comes from a 17 acre parcel which is planted on the ... click for more details
Sku: 69518  
",N/A,N/A,N/A,N/A,N/A
572,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Markowitsch Zweigelt Rubin,$17.99,"
Since 1987, Peter Weygandt has been an importer of French wines and has gained a national and international reputation for the quality of his selections and his portfolio of top “boutique” French wines. Peter Weygandt Selections are a near constant feature of top wine journals including Robert M. Parker, Jr.'s The Wine Advocate, The Wine Spectator, Stephen Tanzer's International Wine Cellar,  click for more details
Sku: 71404  
",N/A,N/A,N/A,N/A,N/A
573,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dumol Estate Chardonnay,$74.99,,UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
574,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dr Fischer Bock Stein Riesling,$16.99,"
The historic Weingut Dr. Fischer estate is located in Ockfen, a small village in a tributary valley near the confluence of the Saar and Mosel rivers in far western Germany. Written records of winemaking in Ockfen date back to the Villa Occava convent, which was founded in AD 975; viticulture, however, was brought to the Mosel-Saar-Ruwer region by the Romans more than 2,000 years ago, ... click for more details
Sku: 73203  
",N/A,N/A,N/A,N/A,N/A
575,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bogle Phantom Chardonnay,$17.99,"Chris Smith, Director of Winemaking at Bogle, graduated from California State University, Fresno with a degree in Enology. Chris spent four years on the winemaking staff at Jordan where he focused on traditional production techniques for both Chardonnay and Cabernet Sauvignon. Taking a position at Kendall-Jackson as an assistant winemaker, he was able to fine-tune methods for producing wines from ",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
576,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Lungo Il Fiume Pinot Grigio,$10.99,"Bright straw
color with a
fragrance of
tropical fruit
and toasted
almonds.
Fruity, yet dry
on the clean
refreshing
finish....",N/A,N/A,N/A,N/A,N/A
577,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Single Lot Estate 54 Merlot,$29.99,"""Dark, rich and concentrated with
elaborate fruit flavors of
blackberry, black cherry, blueberry
and currant. A hint of mocha is
followed by some spice giving way
to a smooth persistent finish.""  The Wine Buyer, 92 ...",UNITED STATES,CALIFORNIA,NAPA COUNTY,MERLOT,Still wine
578,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Piper Sonoma Brut,$24.99,"In 1980, Piper Sonoma was founded with the long-term goal of creating America's finest ""methode champenoise"" sparkling wines. Piper Sonoma recognized in the soils and climate of northern Sonoma County the potential to carry on the great traditions of champagne, but in the spirit and style of California.Crisp and bright, opening with light yeast character, berry-apple fruit and faint vanilla. The ...",N/A,N/A,N/A,N/A,N/A
579,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Stags Leap Karia Chardonnay,$36.99,"Founded in 1970 by the Warren Winiarski family, Stag's Leap Wine Cellars is considered a Napa Valley first growth producing world-renowned Cabernet Sauvignon from its historic vineyards. The winery first brought international recognition to California winemaking and the Napa Valley when its 1973 S.L.V. Cabernet Sauvignon won the now famous 1976 Paris Tasting by besting some of the most celebrated ",UNITED STATES,CALIFORNIA,NAPA COUNTY,CHARDONNAY,Still wine
580,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Flowers Sonoma Chardonnay,$48.99,"As nursery owners in Bucks County, Pennsylvania, Walt and Joan Flowers had long dreamed of combining their love of wine with their passion for agriculture. They knew they wanted to produce their favorite varietals, Chardonnay and Pinot Noir; what they didn’t know was that their path would eventually lead them across country to Northern California’s rugged Sonoma Coast. After responding to a small ",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CHARDONNAY,Still wine
581,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Peirano Estate Cabernet Sauvignon,$14.99,"In 1992 Lance Randolph the 4th generation to farm this 300 Family Estate began making Peirano Wines to prove Lodi could produce desirable wines. After considerable praise for his ability to make elegant wines, he decided to start bottling and selling Peirano wine using his estate grown grapes.  Since then, Peirano has won numerous awards for producing top of the line wine using many of the old ...",UNITED STATES,CALIFORNIA,CENTRAL VALLEY,CABERNET SAUVIGNON,Still wine
582,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Foxglove Chardonnay,$16.99,"At the core of Foxglove is Bob Varner, also the winemaker at Varner Wines. Beginning with their first vintage in 1991, Bob sources the wine from a variety of places, all of which are in Edna Valley. The resulting wine has Central Coast appellation pricing, and is full of complex fruit flavors that the Edna Valley appellation is known for. This label is not an afterthought behind their prestigious ",UNITED STATES,CALIFORNIA,CENTRAL COAST,CHARDONNAY,Still wine
583,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fog Bank Chardonnay,$11.99,"With the evening tide, the fog rolls in and cools our vineyards. The nightmare temperature provide relief from the heat of the day and extend the growing season. A longer time on the vine means a longer time to develop complex, rich varietal flavors. At Fog Bank Vineyards, they select the finest grapes from California's premier coastal wine regions.""Fog Bank Chardonnay is a full-bodied wine with ...",UNITED STATES,CALIFORNIA,CENTRAL COAST,CHARDONNAY,Still wine
584,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Talley Arroyo Chardonnay,$27.99,"The goal at Talley Vineyards is to produce estate grown chardonnay and pinot noir wines of uncompromising quality that best reflect the unique characteristics of each of the Talley family's five San Luis Obispo County vineyards. Complete control over all phases of winegrowing is the guiding principle: from the planting of vines ideally suited to each vineyard site, to viticulture and winemaking ...",UNITED STATES,CALIFORNIA,SAN LUIS OBISPO,CHARDONNAY,Still wine
585,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Paul Hobbs Crossbarn Sonoma Coast Chardonnay,$26.99,"Growing up on a working farm in upstate New York, Paul experienced first-hand the influence of terroir on the character of fruit, when his father had him taste apples of the same variety grown in different orchards several miles apart from one another.  The diversity of flavors and textures made an impression on him and would later influence his approach to winemaking.  One of eleven children, ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
586,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Starborough Sauvignon Blanc,$14.99,"New Zealand's South Island is home to the stellar Marlborough growing region, producer of some of the world's best Sauvignon Blanc. They have plenty of time to soak up the heady atmosphere of sunlit mountains, fleecy clouds and pure blue skies. The unhurried pace enables Starborough wine to develop rich layers of character, so it can be as flavorful as it is crisp and refreshing....",NEW ZEALAND,MARLBOROUGH,N/A,SAUVIGNON BLANC,Still wine
587,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",O Leflaive Bourg Blanc Setille,$24.99,"In order to achieve the marketing of a great wine in a village appellation the old burgundian principal of the cuvée ronde has to be applied. The cuvée ronde is the blending of different parcels of vineyards from the same status of appellation, but which complement the overall equilibrium and constitution of the wine and its aromas. Olivier Leflaive and Franck Grux rely on the experience and ...",N/A,N/A,N/A,N/A,N/A
588,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Our Daily Red,$8.99,"Once upon a time,  in a galaxy not so far away, there was a winemaker with a vision to produce an affordable organic wine with no detectable sulfites. The place was California, the winemaker was Tony Norskog, and the wine would eventually become Our Daily Red. Tony had already been making wine commercially for a number of years when he decided it was time to make wine in a more environmentally ...",UNITED STATES,CALIFORNIA,N/A,NON-VARIETAL RED BLEND,Still wine
589,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Irony Pinot Noir Russian River,$17.99,"Irony wines overcome a seemingly insurmountable quandary. How to craft wines that capture all the rich flavors of California’s preeminent viticulture regions while remaining balanced and approachable enough for any occasion. The answer lies in a rather incongruous approach to grape growing, sourcing and winemaking. Drawing on three generations of family winemaking and long-established grower ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,PINOT NOIR,Still wine
590,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Carpano Antica,$37.99,"Carpano is a producer of sweet vermouth owned by the Fratelli Branca company and founded in 1786 by Antonio Benedetto Carpano, who worked in a wine shop in Turin. He took locally produced Muscat wine and flavored it further with herbs and spices and called his new creation vermouth, after the German wermut, meaning wormwood. 
Though Carpano died in 1815, by the middle of the 19th century,",N/A,N/A,N/A,N/A,N/A
591,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Woodbridge By Robert Mondavi Lightly Oaked Chardonnay,$16.99,"Robert Mondavi felt confident that the Napa Valley and California could ultimately create wines that would stand shoulder to shoulder with the great wines of the world. He founded the iconic Robert Mondavi Winery in 1966 near Oakville, California; the first major winery to be built in the Napa Valley since Prohibition. 

After the outstanding success of his Napa Valley winery, Robert ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
592,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fog Bank Pinot Noir,$12.99,"With the evening tide, the fog rolls in and cools our vineyards. The nightmare temperature provide relief from the heat of the day and extend the growing season. A longer time on the vine means a longer time to develop complex, rich varietal flavors. At Fog Bank Vineyards, they select the finest grapes from California's premier coastal wine regions.This Pinot Noir has great complexity and good ...",UNITED STATES,CALIFORNIA,CARNEROS,PINOT NOIR,Still wine
